mission,id,name,disposition,period_days,radius_re,snr
Kepler,5546761,,CANDIDATE,15.40877383,,
Kepler,9205938,Kepler-1126 b,CONFIRMED,108.593113,1.68,24.3
Kepler,10723367,Kepler-375 c,CONFIRMED,19.9865916,4.22,21.8
Kepler,10723367,Kepler-375 b,CONFIRMED,12.12580644,2.5,14
Kepler,5005121,Kepler-1811 b,CONFIRMED,76.421501,2.81,23.9
Kepler,4833421,Kepler-122 f,CONFIRMED,56.2590881,2.22,29.7
Kepler,8229458,Kepler-1152 b,CONFIRMED,1.646801683,0.86,25.2
Kepler,10684670,Kepler-1189 b,CONFIRMED,3.78861833,1.23,18.2
Kepler,11495458,Kepler-1190 b,CONFIRMED,10.45839865,1.25,18.6
Kepler,9003401,Kepler-1823 b,CONFIRMED,21.1033014,1.56,21.3
Kepler,5978559,Kepler-1824 b,CONFIRMED,95.6114617,2.37,21.6
Kepler,8872048,,CANDIDATE,58.35512552,,
Kepler,7746958,,CANDIDATE,1.204686597,1.55,10.8
Kepler,6768394,Kepler-60 d,CONFIRMED,11.8984948,1.69,15.9
Kepler,6922710,Kepler-1088 b,CONFIRMED,23.1274171,1.44,20.9
Kepler,11348997,Kepler-1089 b,CONFIRMED,5.132486123,1.69,35.4
Kepler,5705819,Kepler-1793 b,CONFIRMED,8.77997349,2.12,32.7
Kepler,6696580,Kepler-359 c,CONFIRMED,57.6896212,5.14,30.2
Kepler,11358389,Kepler-365 b,CONFIRMED,10.66489514,1.76,25.3
Kepler,7204981,Kepler-1127 b,CONFIRMED,5.1233204,1.65,25.1
Kepler,3847907,Kepler-497 b,CONFIRMED,3.573202801,5.81,362.1
Kepler,4370527,Kepler-1128 b,CONFIRMED,61.6174528,3.36,19.5
Kepler,6041734,Kepler-1129 b,CONFIRMED,24.3398202,5.09,27.8
Kepler,5125347,Kepler-1812 b,CONFIRMED,7.16520428,2.31,17.6
Kepler,9336200,Kepler-1153 b,CONFIRMED,1.755843555,1.94,25.1
Kepler,4770617,Kepler-1154 b,CONFIRMED,5.18560081,2.34,27.6
Kepler,4454934,Kepler-1155 b,CONFIRMED,33.4698571,2.45,23.2
Kepler,9458343,Kepler-1156 b,CONFIRMED,11.89520436,1.33,22.3
Kepler,7120108,Kepler-1825 b,CONFIRMED,1.025857984,1.57,36
Kepler,10730703,Kepler-1191 b,CONFIRMED,5.60013327,1.73,22.8
Kepler,8007644,Kepler-1192 b,CONFIRMED,25.2034128,2.42,22.3
Kepler,11192235,Kepler-1826 b,CONFIRMED,1.615357809,1.37,31.2
Kepler,6383785,Kepler-501 b,CONFIRMED,5.640676975,4.59,145.9
Kepler,6696580,Kepler-359 b,CONFIRMED,25.5638626,4,31.6
Kepler,6525946,,CANDIDATE,6.78341325,20.75,35.3
Kepler,4249725,Kepler-120 c,CONFIRMED,12.7945474,1.6,54.1
Kepler,8505920,Kepler-1090 c,CONFIRMED,42.4269647,3.44,26
Kepler,7918992,Kepler-1091 b,CONFIRMED,1.434745129,1.5,28.4
Kepler,6041734,,CANDIDATE,6.95787,1.39,1.8
Kepler,11308499,Kepler-366 b,CONFIRMED,3.28192056,1.6,24.5
Kepler,11308499,Kepler-366 c,CONFIRMED,12.51610549,1.87,22.6
Kepler,9006186,Kepler-1130 b,CONFIRMED,5.45298742,0.92,21
Kepler,9006186,Kepler-1130 c,CONFIRMED,3.26662733,0.68,18.6
Kepler,7802719,Kepler-1157 b,CONFIRMED,4.45743267,0.79,20.8
Kepler,11030475,Kepler-1813 b,CONFIRMED,2.81814715,1.3,16.5
Kepler,11030475,,CANDIDATE,9.4907638,1.05,7.3
Kepler,11030475,,CANDIDATE,0.76196247,1.08,18.3
Kepler,5023956,,FALSE POSITIVE,1.824649,5.31,184.3
Kepler,12401863,Kepler-1193 b,CONFIRMED,2.832647249,1.37,27.5
Kepler,5534941,Kepler-1827 b,CONFIRMED,3.70063251,1.24,29.8
Kepler,11121752,Kepler-380 b,CONFIRMED,3.93083997,1.2,22
Kepler,11121752,Kepler-380 c,CONFIRMED,7.63008196,1.39,18.6
Kepler,2990873,Kepler-1194 b,CONFIRMED,16.22378479,1.51,20.6
Kepler,9307509,Kepler-1794 b,CONFIRMED,9.76293284,1.94,23.6
Kepler,10158729,Kepler-1092 b,CONFIRMED,58.601926,2.06,19.1
Kepler,6105462,Kepler-1093 b,CONFIRMED,25.0823402,2.26,30.5
Kepler,3120355,Kepler-1094 b,CONFIRMED,78.0998908,3.37,23.8
Kepler,6047072,Kepler-1095 b,CONFIRMED,4.27103727,1.22,24.6
Kepler,9006186,Kepler-1130 d,CONFIRMED,4.27226421,0.64,13.7
Kepler,9006186,,CANDIDATE,2.19251903,0.37,6.6
Kepler,11410904,Kepler-1131 b,CONFIRMED,3.53232429,1.43,12.8
Kepler,5021737,,FALSE POSITIVE,15.03946326,12.36,181.6
Kepler,3862246,,FALSE POSITIVE,4.702495974,37.24,101.1
Kepler,4173026,Kepler-1801 b,CONFIRMED,10.44087398,3.41,22.2
Kepler,10471621,,CANDIDATE,39.7557642,13.72,10.2
Kepler,10471621,,CANDIDATE,10.27127527,0.94,17.5
Kepler,5350244,Kepler-1276 b,CONFIRMED,12.5722897,1.09,12.4
Kepler,5374403,Kepler-1277 b,CONFIRMED,40.8366307,1.5,18.7
Kepler,10925113,,FALSE POSITIVE,11.7761073,1.31,15.1
Kepler,11769801,,FALSE POSITIVE,29.7123181,46.43,130
Kepler,11752906,Kepler-2000 c,CONFIRMED,20.6180348,1.57,16.3
Kepler,1995519,Kepler-1299 b,CONFIRMED,19.9401211,2.42,18
Kepler,4914566,Kepler-1300 b,CONFIRMED,22.2420032,2.04,16.2
Kepler,6198182,Kepler-1864 b,CONFIRMED,3.88148385,0.59,11.9
Kepler,10024051,Kepler-1228 b,CONFIRMED,0.577369336,1.42,68.3
Kepler,8676038,,FALSE POSITIVE,186.65435483,,
Kepler,4349452,Kepler-25 c,CONFIRMED,12.720370263,4.75,485.5
Kepler,8676038,,FALSE POSITIVE,86.59322294,,
Kepler,8073806,Kepler-1835 b,CONFIRMED,11.96407399,3.21,22.9
Kepler,10419312,,FALSE POSITIVE,2.493237866,9.48,20.7
Kepler,3234598,Kepler-383 b,CONFIRMED,12.90467523,1.49,21.2
Kepler,10453588,Kepler-1253 b,CONFIRMED,68.8861017,1.47,19.5
Kepler,11125613,Kepler-1254 b,CONFIRMED,9.99115241,1.68,16.7
Kepler,8074328,,CANDIDATE,4.267961416,1.42,24.6
Kepler,7212184,Kepler-1255 b,CONFIRMED,36.292017,3.1,21.4
Kepler,6956014,,FALSE POSITIVE,0.925589891,50.6,20.6
Kepler,9757613,Kepler-26 c,CONFIRMED,17.25121397,2.64,68.6
Kepler,5307858,,FALSE POSITIVE,1.867281146,31.18,58.5
Kepler,6605493,Kepler-1686 b,CONFIRMED,9.30991834,1.21,19.2
Kepler,4670217,,CANDIDATE,18.1209388,1.68,15.8
Kepler,7259298,Kepler-1278 b,CONFIRMED,3.23941775,0.77,17.2
Kepler,9574179,,CANDIDATE,3.98864999,1.15,12.4
Kepler,6211812,Kepler-1865 b,CONFIRMED,2.524017517,1.5,19.8
Kepler,11391755,,CANDIDATE,25.1123362,2.22,11.8
Kepler,11391755,,CANDIDATE,2.121023807,5.75,6.4
Kepler,9088780,,CANDIDATE,33.18089453,,
Kepler,8894646,,CANDIDATE,3.55557922,0.84,15.5
Kepler,3234598,Kepler-383 c,CONFIRMED,31.2012202,1.47,13.7
Kepler,8611832,Kepler-384 b,CONFIRMED,22.5968256,1.3,22.2
Kepler,8611832,Kepler-384 c,CONFIRMED,45.3486381,1.61,15.9
Kepler,5621586,Kepler-1836 b,CONFIRMED,5.25419589,2.12,26.1
Kepler,9210387,Kepler-1837 b,CONFIRMED,5.90608902,1.77,9.3
Kepler,11852982,Kepler-1712 b,CONFIRMED,13.81504449,1.91,46.7
Kepler,8559152,Kepler-1256 b,CONFIRMED,12.4128518,1.5,19.4
Kepler,2718778,Kepler-1844 b,CONFIRMED,3.92453009,1.82,25.3
Kepler,3122913,Kepler-1845 b,CONFIRMED,11.60653061,1.88,17.8
Kepler,9229657,Kepler-1257 b,CONFIRMED,2.66831274,1.48,23.3
Kepler,10415227,,FALSE POSITIVE,2.9322509,1.33,13.1
Kepler,5175024,Kepler-1279 b,CONFIRMED,23.4772553,1.34,17.6
Kepler,9026749,Kepler-1280 b,CONFIRMED,66.5576728,4.96,21.3
Kepler,12216278,,FALSE POSITIVE,2.01948607,2.15,27.9
Kepler,9159242,,FALSE POSITIVE,3.04468229,0.86,22.2
Kepler,12061096,,FALSE POSITIVE,15.05028313,2.46,13.4
Kepler,5794240,Kepler-45 b,CONFIRMED,2.455240626,10.6,1341.6
Kepler,6933567,Kepler-1301 b,CONFIRMED,9.08233411,1.35,15.8
Kepler,9993529,,FALSE POSITIVE,0.790539912,1.24,31.5
Kepler,11303815,,FALSE POSITIVE,1.705782214,1.82,11.5
Kepler,6044553,,FALSE POSITIVE,0.532086296,16.99,85.2
Kepler,9654468,Kepler-1684 b,CONFIRMED,47.7052566,2.89,22.8
Kepler,4349452,Kepler-25 b,CONFIRMED,6.238535444,2.53,274.5
Kepler,10027247,Kepler-1229 b,CONFIRMED,86.829519,1.68,15.1
Kepler,6343170,Kepler-1230 b,CONFIRMED,9.95667035,3.41,16.8
Kepler,7107802,Kepler-1231 b,CONFIRMED,10.41728722,1.64,20.3
Kepler,11752632,Kepler-1258 b,CONFIRMED,0.984941669,1.49,22.9
Kepler,10028535,Kepler-1259 b,CONFIRMED,0.663085361,1.6,35.3
Kepler,7047207,Kepler-1260 b,CONFIRMED,19.1187425,2.33,20.5
Kepler,5212220,,FALSE POSITIVE,1.08749101,4.91,33.5
Kepler,9964748,,FALSE POSITIVE,1.183818383,0.91,12.7
Kepler,9842937,,FALSE POSITIVE,4.98845099,1.33,23.3
Kepler,9757613,Kepler-26 d,CONFIRMED,3.543919702,1.21,38.2
Kepler,8247770,,CANDIDATE,8.28157072,1.37,12.9
Kepler,6867588,,CANDIDATE,0.82628442,0.96,25.6
Kepler,7501646,,CANDIDATE,6.37705295,2.15,17.9
Kepler,11962284,Kepler-1302 b,CONFIRMED,8.83929462,1.94,14.8
Kepler,2573056,,FALSE POSITIVE,0.631795416,1.88,24.7
Kepler,6842682,Kepler-1303 b,CONFIRMED,7.56126152,1.2,15.7
Kepler,8890150,Kepler-395 c,CONFIRMED,34.9897847,1.14,11.5
Kepler,8890150,Kepler-395 b,CONFIRMED,7.05429483,1,11.2
Kepler,8838950,,CANDIDATE,2.27050106,0.55,15.9
Kepler,11360805,Kepler-1232 b,CONFIRMED,26.7838935,1.59,20.9
Kepler,9845898,Kepler-1233 b,CONFIRMED,45.126216,2.32,17.1
Kepler,12453581,Kepler-1234 b,CONFIRMED,11.94019101,1.86,15.6
Kepler,11922678,,FALSE POSITIVE,3.51295674,1.1,22.5
Kepler,11179076,Kepler-1261 b,CONFIRMED,48.4313003,2.78,17.3
Kepler,5364071,Kepler-49 b,CONFIRMED,7.203855862,2.25,101.1
Kepler,5959719,Kepler-390 b,CONFIRMED,6.73808701,0.73,14.4
Kepler,5544903,,FALSE POSITIVE,7.57571414,2.45,12.8
Kepler,5542983,,FALSE POSITIVE,4.76887671,2.11,20
Kepler,8256453,,FALSE POSITIVE,1.347512632,23.45,88.7
Kepler,9474493,,FALSE POSITIVE,0.512581697,1.32,45.2
Kepler,4551663,,FALSE POSITIVE,12.07760884,1.03,14
Kepler,12257999,,CANDIDATE,18.55581565,20.83,33.2
Kepler,6922203,,CANDIDATE,13.33094869,25.95,17.1
Kepler,11752908,,FALSE POSITIVE,6.38315744,2.35,23.8
Kepler,7021681,Kepler-505 b,CONFIRMED,27.52194772,2.47,106.5
Kepler,4346178,Kepler-1304 b,CONFIRMED,16.1289679,2.94,21.3
Kepler,9664142,Kepler-1305 b,CONFIRMED,13.5631157,1.75,15.4
Kepler,10018233,Kepler-1306 b,CONFIRMED,16.2959916,1.83,15.7
Kepler,8081899,Kepler-1235 b,CONFIRMED,4.16056658,0.7,16.3
Kepler,10189557,,FALSE POSITIVE,2.93101771,1.15,15
Kepler,8478994,Kepler-37 d,CONFIRMED,39.79220077,1.9,179.5
Kepler,9965184,,FALSE POSITIVE,16.2276756,2.11,20.5
Kepler,9911882,,FALSE POSITIVE,1.595630597,17.94,18.3
Kepler,8631504,Kepler-1846 b,CONFIRMED,14.8200596,0.96,21.9
Kepler,8110767,Kepler-1685 b,CONFIRMED,20.49041,2.34,23.3
Kepler,5471574,,FALSE POSITIVE,0.962827066,29.27,28.7
Kepler,6767840,Kepler-1262 b,CONFIRMED,8.679037,1.79,19.9
Kepler,8379705,Kepler-1847 b,CONFIRMED,11.1296971,1.93,14.7
Kepler,9896018,Kepler-1859 b,CONFIRMED,2.7296036,1.53,18.4
Kepler,11037511,Kepler-1281 b,CONFIRMED,3.11604194,1.59,18.8
Kepler,9757613,Kepler-26 e,CONFIRMED,46.82767725,2.13,32.4
Kepler,11818872,Kepler-1860 b,CONFIRMED,12.7372371,0.87,12.9
Kepler,11771430,Kepler-1861 b,CONFIRMED,40.0306267,2.01,19.5
Kepler,5513012,Kepler-1310 b,CONFIRMED,0.679336747,1.4,36.7
Kepler,11761199,,FALSE POSITIVE,213.6103207,46.07,534.5
Kepler,8074805,,FALSE POSITIVE,170.8658492,24.4,897
Kepler,2437505,,CANDIDATE,21.47642727,59.5,124.8
Kepler,2437505,,FALSE POSITIVE,17.5509742,5.97,9.7
Kepler,11253827,Kepler-396 c,CONFIRMED,88.5122014,4.7,63.1
Kepler,3533469,,FALSE POSITIVE,10.21507506,1.5,17.4
Kepler,8956706,,FALSE POSITIVE,8.3806973,1.91,4.6
Kepler,7047363,Kepler-1236 b,CONFIRMED,31.0572947,1.85,15.8
Kepler,11968463,Kepler-385 c,CONFIRMED,15.1622287,3.12,28.5
Kepler,11968463,Kepler-385 b,CONFIRMED,10.04378351,2.94,28.8
Kepler,8836888,,CANDIDATE,7.10397925,1.51,16.8
Kepler,9880190,Kepler-1263 b,CONFIRMED,4.5513988,1.13,19.4
Kepler,5364071,Kepler-49 c,CONFIRMED,10.91274065,2.13,57.4
Kepler,5392702,,FALSE POSITIVE,12.2141545,18.13,24.7
Kepler,8429566,,FALSE POSITIVE,3.732261,1.09,15.7
Kepler,10387742,Kepler-1998 b,CONFIRMED,3.03267135,0.6,15.6
Kepler,7673841,Kepler-392 b,CONFIRMED,5.34182466,0.95,19.2
Kepler,9827149,Kepler-1282 b,CONFIRMED,2.131945045,1.66,22.9
Kepler,5546691,Kepler-1283 b,CONFIRMED,12.9462567,1.13,15.7
Kepler,12156347,Kepler-1687 b,CONFIRMED,5.77957133,1.5,18.9
Kepler,8636539,,CANDIDATE,6.77367892,1.33,15.1
Kepler,9283156,,CANDIDATE,5.22402436,0.58,15.1
Kepler,8547429,Kepler-1866 b,CONFIRMED,11.6601667,2.08,20.4
Kepler,8803882,,FALSE POSITIVE,89.465468,2.57,5.7
Kepler,9893318,Kepler-1307 b,CONFIRMED,18.0161227,2.39,16.7
Kepler,6864885,,FALSE POSITIVE,40.8777605,29.55,23.6
Kepler,5097868,,FALSE POSITIVE,6.80243431,2.6,14.9
Kepler,8570333,Kepler-1237 b,CONFIRMED,84.5733346,2.59,20.4
Kepler,8478994,Kepler-37 c,CONFIRMED,21.30181863,0.72,32.4
Kepler,5036705,Kepler-1238 b,CONFIRMED,4.14789051,1.93,16.4
Kepler,9574158,,CANDIDATE,15.92108138,3.14,16.1
Kepler,9653622,Kepler-2002 b,CONFIRMED,19.0054098,28.47,20.2
Kepler,4391348,,FALSE POSITIVE,1.96433113,1.33,14.2
Kepler,7294743,,CANDIDATE,2.81043228,1.43,17.8
Kepler,8947520,Kepler-1264 b,CONFIRMED,0.968527683,1.21,16.9
Kepler,10468885,Kepler-1284 b,CONFIRMED,0.664074145,1.19,20.9
Kepler,12016267,,FALSE POSITIVE,11.7489907,1.01,12.5
Kepler,6765135,,CANDIDATE,175.603366,2.87,14.7
Kepler,3861595,Kepler-1658 b,CONFIRMED,3.849371737,12.94,132.7
Kepler,5725087,,FALSE POSITIVE,0.366197145,51.34,16.7
Kepler,10489206,Kepler-125 b,CONFIRMED,4.164384505,2.54,132.1
Kepler,3426367,Kepler-1308 b,CONFIRMED,2.10433534,0.79,20.7
Kepler,5562090,Kepler-1309 b,CONFIRMED,28.8431751,2.66,15
Kepler,11548140,,FALSE POSITIVE,1.378649746,6.51,172.2
Kepler,12110786,,FALSE POSITIVE,1.112207126,0.73,13
Kepler,5342061,,CANDIDATE,64.034363,3.47,16.9
Kepler,3654095,,FALSE POSITIVE,1.303576682,1.51,22.1
Kepler,5078939,,FALSE POSITIVE,1.958577398,1.8,24.5
Kepler,6867555,Kepler-1239 b,CONFIRMED,5.19103699,1.92,25.2
Kepler,5339567,Kepler-1240 b,CONFIRMED,4.86638504,1.32,17.1
Kepler,4459924,,FALSE POSITIVE,4.79176993,0.81,23
Kepler,11080405,Kepler-386 c,CONFIRMED,25.1933989,1.95,18
Kepler,5529738,,FALSE POSITIVE,0.759762021,24.2,65.3
Kepler,4047631,,CANDIDATE,4.790912471,2.25,17.6
Kepler,10059645,Kepler-1265 b,CONFIRMED,6.49441464,1.75,17.7
Kepler,5364071,Kepler-49 d,CONFIRMED,2.576571021,1.57,63.6
Kepler,7183745,Kepler-1266 b,CONFIRMED,28.4750006,2.64,21.4
Kepler,8212002,Kepler-1285 b,CONFIRMED,14.7966306,0.98,22.4
Kepler,8004903,Kepler-1286 b,CONFIRMED,11.25401871,2.42,17
Kepler,8883329,Kepler-393 b,CONFIRMED,9.18244299,1.24,20.3
Kepler,8883329,Kepler-393 c,CONFIRMED,14.6134781,1.12,15.2
Kepler,3644653,,FALSE POSITIVE,119.682075,30.39,38.1
Kepler,11253827,Kepler-396 b,CONFIRMED,42.9923284,3.32,34.1
Kepler,5514383,Kepler-506 b,CONFIRMED,6.88341278,2.63,35.4
Kepler,10747445,,FALSE POSITIVE,4.593595496,44.14,92
Kepler,8022489,Kepler-1311 d,CONFIRMED,197.5111484,9.52,175.2
Kepler,8022489,Kepler-1311 b,CONFIRMED,11.1726723,1.5,17
Kepler,8022489,Kepler-1311 c,CONFIRMED,2.53573284,1.36,25.5
Kepler,9209624,Kepler-387 b,CONFIRMED,6.79164656,1.01,18.5
Kepler,9209624,Kepler-387 c,CONFIRMED,11.8376933,1,12.7
Kepler,3354846,Kepler-1241 b,CONFIRMED,18.5525162,2.53,17.2
Kepler,6516185,,CANDIDATE,47.3659328,11.97,16
Kepler,8478994,Kepler-37 b,CONFIRMED,13.3669309,0.27,7.4
Kepler,3946023,,FALSE POSITIVE,1.045492348,0.83,21.7
Kepler,7183745,Kepler-1266 c,CONFIRMED,4.86634094,1.94,15.2
Kepler,9177629,Kepler-1848 b,CONFIRMED,5.60402307,1.25,20.6
Kepler,7778767,Kepler-1267 b,CONFIRMED,13.0313583,2.88,18.9
Kepler,7515762,Kepler-1268 b,CONFIRMED,40.9905002,2.41,15.4
Kepler,5942949,Kepler-1849 b,CONFIRMED,57.2932309,1.95,15.7
Kepler,12120307,Kepler-394 b,CONFIRMED,8.00504749,1.52,15.6
Kepler,12120307,Kepler-394 c,CONFIRMED,12.13070414,1.61,15.3
Kepler,12120307,Kepler-394 d,CONFIRMED,5.61357653,1.41,15.2
Kepler,7446631,,CANDIDATE,29.2254372,1.35,15.7
Kepler,9777251,,FALSE POSITIVE,1.33255087,1.19,14
Kepler,6864893,,FALSE POSITIVE,40.8792243,1.62,23.4
Kepler,11701407,Kepler-1214 b,CONFIRMED,18.8262877,2.34,19.9
Kepler,5906426,,CANDIDATE,13.9034057,1.55,15.3
Kepler,11288051,Kepler-124 b,CONFIRMED,3.41045981,1.06,22.5
Kepler,10813132,Kepler-1215 b,CONFIRMED,4.76702759,1.19,14.3
Kepler,5857540,Kepler-1242 b,CONFIRMED,13.62801048,3.28,26.7
Kepler,12208631,,CANDIDATE,53.3580444,3.41,19.7
Kepler,7289317,Kepler-1243 b,CONFIRMED,16.83203175,1.86,21.6
Kepler,6500206,,FALSE POSITIVE,13.37499553,2.01,16.9
Kepler,5545815,,FALSE POSITIVE,4.35370136,1.33,12.2
Kepler,3116302,,FALSE POSITIVE,134.96694,0.87,6.9
Kepler,7879433,Kepler-1850 b,CONFIRMED,1.385787741,0.55,19.1
Kepler,9205907,Kepler-1851 b,CONFIRMED,12.02295362,3.28,20.1
Kepler,8463346,Kepler-436 c,CONFIRMED,16.79716262,2.75,21.2
Kepler,5364071,Kepler-49 e,CONFIRMED,18.59611518,1.53,27.6
Kepler,10489206,Kepler-125 c,CONFIRMED,5.77440326,0.8,11.8
Kepler,7531677,,FALSE POSITIVE,2.622134451,1.64,42.9
Kepler,10068659,Kepler-1287 b,CONFIRMED,11.47685263,1.58,16.5
Kepler,2443393,,CANDIDATE,73.711039,1.77,21.1
Kepler,9019191,,CANDIDATE,14.43348326,16.25,14.8
Kepler,9718379,,FALSE POSITIVE,40.0088894,20.75,20.2
Kepler,3002478,,CANDIDATE,6.35705314,1.59,17.3
Kepler,4055774,,FALSE POSITIVE,6.58738839,1.35,15.7
Kepler,6670075,,FALSE POSITIVE,0.759706632,1.38,21.6
Kepler,9395024,Kepler-1216 b,CONFIRMED,4.37033233,1.56,17.7
Kepler,8631751,,CANDIDATE,1.530515205,0.84,23.2
Kepler,11401822,,FALSE POSITIVE,1.08070294,1.04,17.6
Kepler,6507427,,FALSE POSITIVE,4.74254518,1.77,13.2
Kepler,5521300,,FALSE POSITIVE,18.13559979,24.49,16.4
Kepler,8478994,Kepler-37 e,CONFIRMED,51.20690303,,
Kepler,9753154,Kepler-1244 b,CONFIRMED,3.70429015,1.45,15.9
Kepler,9011825,Kepler-1269 b,CONFIRMED,37.3331165,2.5,22.5
Kepler,4172746,,CANDIDATE,17.6997392,1.96,19.8
Kepler,5174858,Kepler-1852 b,CONFIRMED,7.9709719,2.27,17.3
Kepler,11074835,Kepler-1270 b,CONFIRMED,6.03355539,3.34,26.1
Kepler,1996180,Kepler-1271 b,CONFIRMED,3.02558494,1.62,23.8
Kepler,10407221,,FALSE POSITIVE,0.933746783,1.3,62.8
Kepler,5991936,,FALSE POSITIVE,6.09740316,45.49,14
Kepler,5095635,,CANDIDATE,0.754457729,2.07,31.1
Kepler,6269070,Kepler-1288 b,CONFIRMED,2.7612237,1.84,14.2
Kepler,6705137,,FALSE POSITIVE,5.59727625,1.26,15.3
Kepler,12254688,,CANDIDATE,62.6825769,39.8,17.8
Kepler,8345172,,FALSE POSITIVE,50.5715805,2.74,19.9
Kepler,4172013,,CANDIDATE,16.2707207,28.42,13
Kepler,12254378,Kepler-1217 b,CONFIRMED,2.032319072,1.87,24.5
Kepler,4247791,,FALSE POSITIVE,4.100870416,82.46,2619.2
Kepler,7604328,Kepler-1245 b,CONFIRMED,4.35407371,1.63,19
Kepler,11236244,Kepler-1246 b,CONFIRMED,11.32269749,1.51,16
Kepler,9837685,Kepler-1247 b,CONFIRMED,13.71218522,2.47,22.6
Kepler,5042210,Kepler-1838 b,CONFIRMED,12.14684625,1.75,27.1
Kepler,12454461,Kepler-1248 b,CONFIRMED,7.46718958,1.04,18.8
Kepler,1996180,,CANDIDATE,5.42204257,1.39,10.7
Kepler,9635606,Kepler-1853 b,CONFIRMED,48.8882668,2.96,13.5
Kepler,3728701,Kepler-1272 b,CONFIRMED,51.1319346,2.43,19.6
Kepler,10861715,,FALSE POSITIVE,133.516435,2.01,6.5
Kepler,1849702,Kepler-1854 b,CONFIRMED,39.8312536,1.46,15.8
Kepler,9390653,Kepler-504 b,CONFIRMED,9.549277089,1.57,112.2
Kepler,2305866,,CANDIDATE,24.1073172,2.74,23.6
Kepler,11187837,Kepler-1663 b,CONFIRMED,17.60461401,2.64,80.1
Kepler,8885673,,FALSE POSITIVE,1.228721184,1.62,26.4
Kepler,9712350,,CANDIDATE,51.5738653,2.41,13.2
Kepler,8025596,Kepler-1290 b,CONFIRMED,4.69505576,1.49,15.9
Kepler,5956787,,FALSE POSITIVE,0.569115976,1.8,59.8
Kepler,3642741,Kepler-503 b,FALSE POSITIVE,7.258450123,5.53,288.6
Kepler,12071037,,FALSE POSITIVE,6.0959841,0.99,29.2
Kepler,8494617,Kepler-1218 b,CONFIRMED,22.9221181,1.33,24
Kepler,10289119,Kepler-1219 b,CONFIRMED,16.10474503,3.21,25.4
Kepler,7382313,Kepler-1220 b,CONFIRMED,7.42697378,1.4,15.4
Kepler,9887224,,FALSE POSITIVE,0.874629873,0.72,19.2
Kepler,7542369,,FALSE POSITIVE,5.46091846,1.25,21.2
Kepler,8544992,Kepler-388 b,CONFIRMED,3.17323012,0.88,21.4
Kepler,8544992,Kepler-388 c,CONFIRMED,13.2970695,0.91,14.9
Kepler,11295426,Kepler-68 b,CONFIRMED,5.398752862,2.21,289.6
Kepler,7289162,,FALSE POSITIVE,5.26648126,1.07,16
Kepler,3001885,,FALSE POSITIVE,2.67596808,1.57,17.5
Kepler,12306058,Kepler-391 b,CONFIRMED,7.41683033,3.36,20.6
Kepler,6183511,Kepler-1855 b,CONFIRMED,0.727331746,0.67,20.4
Kepler,12469800,Kepler-1856 b,CONFIRMED,1.302017467,1.37,21.4
Kepler,4915638,Kepler-1291 b,CONFIRMED,8.63050092,1.43,14.9
Kepler,6351097,,FALSE POSITIVE,12.49117388,1.36,17
Kepler,8081905,Kepler-1292 b,CONFIRMED,3.27645723,1.71,17.9
Kepler,11465950,Kepler-1862 b,CONFIRMED,16.0573291,2.27,17.5
Kepler,9996632,,FALSE POSITIVE,8.44326557,1.97,19
Kepler,4665571,Kepler-1834 b,CONFIRMED,4.60300256,1.32,22.2
Kepler,4829935,,FALSE POSITIVE,16.9329284,2.46,20.4
Kepler,9269042,Kepler-1221 b,CONFIRMED,12.00089667,1.47,20
Kepler,6199056,,FALSE POSITIVE,1.169010526,91.91,37.1
Kepler,11461433,Kepler-1222 b,CONFIRMED,1.916940872,0.89,17.7
Kepler,11818607,Kepler-1839 b,CONFIRMED,5.05661302,1.15,17.6
Kepler,8380709,Kepler-1249 b,CONFIRMED,24.3344939,1.74,18.1
Kepler,6149910,Kepler-1840 b,CONFIRMED,131.187921,2.34,23.9
Kepler,9108085,,FALSE POSITIVE,2.17489806,1.08,29.3
Kepler,5436013,Kepler-1841 b,CONFIRMED,25.8859397,1.66,16.1
Kepler,8676148,Kepler-1273 b,CONFIRMED,28.6253502,2.38,18.3
Kepler,9696358,Kepler-1274 b,CONFIRMED,6.98141327,1.42,20.9
Kepler,5039129,,FALSE POSITIVE,1.319677953,1.13,17.4
Kepler,4484336,Kepler-1857 b,CONFIRMED,8.94337724,1.48,18.4
Kepler,9580167,,CANDIDATE,0.827151296,19.1,8.1
Kepler,9757613,Kepler-26 b,CONFIRMED,12.282998287,2.83,137.2
Kepler,10527135,,FALSE POSITIVE,0.328686504,1.11,26.8
Kepler,11752906,Kepler-2000 b,CONFIRMED,6.383159135,2.73,64.4
Kepler,10916600,Kepler-1293 b,CONFIRMED,5.57654782,0.92,13.2
Kepler,8429314,Kepler-1294 b,CONFIRMED,115.6863392,3.52,20.7
Kepler,9153570,Kepler-1295 b,CONFIRMED,3.81371423,1.37,11.4
Kepler,11768142,Kepler-1652 b,CONFIRMED,38.0970717,1.58,17
Kepler,7984574,,CANDIDATE,11.6191707,2.21,18.5
Kepler,9592579,,FALSE POSITIVE,2.637574744,9.16,222.8
Kepler,10336951,,CANDIDATE,38.2292037,1.51,21
Kepler,8481129,Kepler-1223 b,CONFIRMED,16.3012727,1.54,19.7
Kepler,2142522,Kepler-1224 b,CONFIRMED,13.32354078,1.32,16.3
Kepler,9395719,Kepler-1250 b,CONFIRMED,2.607545159,2.07,23
