mission,id,name,disposition,period_days,radius_re,snr
Kepler,8621353,,FALSE POSITIVE,11.344347453,62.52,437.2
Kepler,10795103,Kepler-1515 b,CONFIRMED,214.3120439,9.17,562.8
Kepler,9394601,,FALSE POSITIVE,0.876826336,37.24,1338.1
Kepler,8494410,,FALSE POSITIVE,208.86909724,29.95,413.8
Kepler,8494410,Kepler-1516 b,CONFIRMED,7.2593226,1.57,40.1
Kepler,6863161,,FALSE POSITIVE,1.98663794,134.5,193
Kepler,7840035,,FALSE POSITIVE,13.54208867,26.65,137.6
Kepler,8543279,,FALSE POSITIVE,7.549303633,34.45,177
Kepler,8047283,,FALSE POSITIVE,0.77544539,35.53,205.1
Kepler,8308347,,CANDIDATE,164.950399,11.23,65.7
Kepler,7090867,,FALSE POSITIVE,308.255238,18.98,13.8
Kepler,7612691,,FALSE POSITIVE,3.46724809,2.52,107
Kepler,9761573,,FALSE POSITIVE,7.4413445,43.5,66.4
Kepler,8042789,,FALSE POSITIVE,4.618309224,25.43,68.5
Kepler,10095484,,FALSE POSITIVE,0.677761275,22.15,120.8
Kepler,5467102,,FALSE POSITIVE,2.845739012,44.7,488.6
Kepler,6780367,,FALSE POSITIVE,175.358905,2.9,9.1
Kepler,10281221,,CANDIDATE,0.582895412,5.87,87
Kepler,6525946,,CANDIDATE,0.496069986,10,22.1
Kepler,5471496,,FALSE POSITIVE,12.42618005,3.48,113.1
Kepler,4544620,,FALSE POSITIVE,2.189090653,23.25,78.3
Kepler,5784777,Kepler-1529 b,CONFIRMED,5.33905606,1.9,28.9
Kepler,6863187,,FALSE POSITIVE,1.99492332,0.94,11.1
Kepler,6949061,Kepler-343 c,CONFIRMED,23.2218115,2.42,16.9
Kepler,9719636,,FALSE POSITIVE,3.351573993,24.15,192.4
Kepler,2452440,,FALSE POSITIVE,8.097050622,24.01,404.9
Kepler,5020034,,FALSE POSITIVE,2.119107262,77.23,347.3
Kepler,7017372,,CANDIDATE,5.24088367,12.74,385.7
Kepler,6974867,,FALSE POSITIVE,0.887691177,1.53,20.8
Kepler,7102316,Kepler-351 d,CONFIRMED,142.545,2.52,13.7
Kepler,11518142,Kepler-1519 b,CONFIRMED,240.7990472,10.31,170.1
Kepler,3114667,,FALSE POSITIVE,0.888584158,43.7,691.2
Kepler,12109845,,FALSE POSITIVE,0.865959015,144.5,620.8
Kepler,3954227,,FALSE POSITIVE,0.594276199,266.99,285.2
Kepler,8651551,,FALSE POSITIVE,1.527491117,27.85,298.6
Kepler,7115550,,FALSE POSITIVE,0.566814046,0.56,23.8
Kepler,9532637,,FALSE POSITIVE,0.61496383,44.79,806.5
Kepler,5305451,,FALSE POSITIVE,161.253747,4.98,54.7
Kepler,7174349,,FALSE POSITIVE,2.974163938,34.74,88.6
Kepler,11824218,,FALSE POSITIVE,15.84131693,670.04,38.2
Kepler,3128552,,CANDIDATE,6.13074243,1.26,9.9
Kepler,10788461,Kepler-1530 d,CONFIRMED,9.2075634,5.5,43.4
Kepler,10788461,Kepler-1530 b,CONFIRMED,2.5903958,2.55,18.3
Kepler,10788461,Kepler-1530 c,CONFIRMED,5.3235335,2.69,14.6
Kepler,11667548,,FALSE POSITIVE,0.831741499,41.62,110.9
Kepler,8868649,,FALSE POSITIVE,4.44737112,2.06,93
Kepler,9715939,,FALSE POSITIVE,12.893018017,62.52,453
Kepler,6887030,,CANDIDATE,5.44085762,0.97,9.3
Kepler,4751083,,FALSE POSITIVE,4.532416322,62.25,175.6
Kepler,4751083,,FALSE POSITIVE,2.26631937,,
Kepler,5903301,,FALSE POSITIVE,1.160153553,60.47,552.8
Kepler,7695087,,FALSE POSITIVE,4.032760214,378.61,150.9
Kepler,6200709,,FALSE POSITIVE,3.723552982,18.83,145.7
Kepler,8323764,,CANDIDATE,6.714247798,14.78,145.9
Kepler,7013923,,FALSE POSITIVE,2.21396079,0.87,9.6
Kepler,5360082,,FALSE POSITIVE,11.35501209,8,221.4
Kepler,6543683,,FALSE POSITIVE,1.195515251,49.33,309.1
Kepler,5008245,,CANDIDATE,2.60720833,7.31,185.3
Kepler,10555365,,FALSE POSITIVE,5.80184753,14,118.1
Kepler,5481426,,FALSE POSITIVE,2.38404983,66.14,195.3
Kepler,7983756,,FALSE POSITIVE,5.24078259,24.73,58.1
Kepler,7289165,,FALSE POSITIVE,5.26641416,2.62,37.8
Kepler,12784167,Kepler-1522 b,CONFIRMED,1.847892736,1.51,53.3
Kepler,8949316,,FALSE POSITIVE,0.604358764,23.28,236.8
Kepler,8912730,,FALSE POSITIVE,11.3775281,82.26,38.2
Kepler,9784230,,FALSE POSITIVE,0.7981968,62.38,453.9
Kepler,11466960,,FALSE POSITIVE,0.695954898,2.58,8.5
Kepler,3124420,,FALSE POSITIVE,0.948951607,115.31,437.1
Kepler,4649440,,FALSE POSITIVE,19.37070781,108.54,38.4
Kepler,2437488,,FALSE POSITIVE,14.46993942,85.84,41.9
Kepler,10083623,,FALSE POSITIVE,1.278555003,5.19,93.8
Kepler,11253711,Kepler-1031 b,CONFIRMED,1.226223959,1,18.9
Kepler,8043052,,FALSE POSITIVE,2.244600029,27.47,42.6
Kepler,5435816,,FALSE POSITIVE,181.8521773,46.38,293.8
Kepler,8559589,,FALSE POSITIVE,223.1127475,46.33,224.5
Kepler,4372765,,FALSE POSITIVE,15.64064161,77.18,206.3
Kepler,9489524,Kepler-352 d,CONFIRMED,6.8873113,0.72,8.1
Kepler,10268903,,FALSE POSITIVE,1.103978,,
Kepler,7017437,,FALSE POSITIVE,43.8496474,21.42,8.3
Kepler,7220320,,FALSE POSITIVE,0.752158047,106.66,510
Kepler,9291378,,FALSE POSITIVE,3.796488133,40.83,193.4
Kepler,4075067,,CANDIDATE,17.7476059,146.63,7.6
Kepler,4949524,,FALSE POSITIVE,1.233076007,31.39,129.3
Kepler,2697935,,FALSE POSITIVE,21.5135234,534.47,171.5
Kepler,6531143,,FALSE POSITIVE,19.4444573,1.53,7.1
Kepler,3550434,,FALSE POSITIVE,1.1910489,22.76,46.1
Kepler,2558370,,FALSE POSITIVE,0.546248198,54.23,263.1
Kepler,12301181,,CANDIDATE,2.18565886,0.44,11.1
Kepler,5397166,,FALSE POSITIVE,1.811966339,95.19,36.3
Kepler,7024530,,FALSE POSITIVE,66.1539783,9.69,57.7
Kepler,5015459,,FALSE POSITIVE,158.3226379,25.41,34.5
Kepler,11709124,Kepler-154 e,CONFIRMED,3.93276627,1.5,30.7
Kepler,8505920,Kepler-1090 b,CONFIRMED,198.680859,2.79,16.6
Kepler,1433980,,FALSE POSITIVE,1.592634161,100.2,1207.6
Kepler,2438490,,FALSE POSITIVE,3.31577795,27.77,124.6
Kepler,3838496,,FALSE POSITIVE,2.990252395,89.85,541.7
Kepler,6470521,,FALSE POSITIVE,2.08043378,510.48,289.1
Kepler,2449090,,FALSE POSITIVE,4.944046127,54.29,537.2
Kepler,5652260,,FALSE POSITIVE,4.464565251,43.21,286.4
Kepler,2569494,,FALSE POSITIVE,1.523298835,38.95,174.4
Kepler,12405950,,FALSE POSITIVE,3.539631353,39.34,163.5
Kepler,5206233,,FALSE POSITIVE,6.195861785,215.89,83.5
Kepler,7031066,,FALSE POSITIVE,0.566805514,0.82,25.1
Kepler,6775985,,FALSE POSITIVE,27.961084,21.5,106
Kepler,11357192,,FALSE POSITIVE,186.5168116,37.5,126.9
Kepler,9533489,,FALSE POSITIVE,197.1455327,72.16,56.8
Kepler,11825057,,FALSE POSITIVE,0.532087933,74.83,1069.5
Kepler,12306699,,FALSE POSITIVE,3.204222652,23.55,45.5
Kepler,9692336,,FALSE POSITIVE,0.687898282,55.58,1571.6
Kepler,9641008,,FALSE POSITIVE,2.178154774,19.46,89.2
Kepler,8588377,,FALSE POSITIVE,0.99466172,31.84,21.5
Kepler,3644601,,FALSE POSITIVE,359.00688,28.57,35.3
Kepler,4242692,Kepler-1531 b,CONFIRMED,1.138548215,1.45,31.5
Kepler,8781480,,FALSE POSITIVE,121.0598037,1680.99,16.6
Kepler,6783732,,FALSE POSITIVE,0.721335207,0.54,12
Kepler,11607176,,FALSE POSITIVE,3.28274272,1.85,68.2
Kepler,10661718,,FALSE POSITIVE,1.231361934,2.93,94.7
Kepler,6105462,Kepler-1093 c,CONFIRMED,89.7224125,2.21,25.6
Kepler,8257205,Kepler-1038 c,CONFIRMED,7.12766417,1.21,16
Kepler,6470516,,FALSE POSITIVE,2.080431782,345.7,1585.2
Kepler,6891124,,CANDIDATE,3.52364689,0.94,8.5
Kepler,7770471,,FALSE POSITIVE,1.157804607,118.11,1837.9
Kepler,5130380,,FALSE POSITIVE,19.979098,22.98,449.1
Kepler,6314173,,FALSE POSITIVE,1.433262401,136.47,599.8
Kepler,5688997,,FALSE POSITIVE,23.8706941,49.6,114.8
Kepler,9489524,,CANDIDATE,4.78850084,0.63,7.2
Kepler,7031340,,FALSE POSITIVE,0.566769068,1.06,14.9
Kepler,4073730,,FALSE POSITIVE,6.2820426,23.76,103.3
Kepler,2854948,,FALSE POSITIVE,0.97430309,37.62,224
Kepler,7813039,,CANDIDATE,141.73403059,10.3,157.4
Kepler,3644601,,FALSE POSITIVE,119.686505,23,27.1
Kepler,8459354,,FALSE POSITIVE,53.556625,26.31,22.1
Kepler,6531617,,CANDIDATE,433.220461,2.07,9.5
Kepler,4164922,Kepler-1698 b,CONFIRMED,1.210693626,0.99,41.6
Kepler,12061969,Kepler-2001 b,CONFIRMED,1.090011003,1.04,12.6
Kepler,4164922,,CANDIDATE,18.2572722,0.94,17.3
Kepler,10328393,Kepler-332 d,CONFIRMED,34.2115022,1.15,20.7
Kepler,10259029,,FALSE POSITIVE,7.061149921,43.71,631.5
Kepler,8299947,,FALSE POSITIVE,2.682767439,70.67,508.4
Kepler,3335813,,FALSE POSITIVE,3.711012492,46.24,257.4
Kepler,11858741,,FALSE POSITIVE,1.780982447,60.45,324
Kepler,6363494,,FALSE POSITIVE,1.815632406,108.78,1413.9
Kepler,2576107,,FALSE POSITIVE,205.5833309,42.69,216.1
Kepler,9532421,,FALSE POSITIVE,4.309067482,101.41,82
Kepler,6936966,,FALSE POSITIVE,36.4721523,0.7,7.7
Kepler,5653849,,FALSE POSITIVE,111.0396205,8.6,201.9
Kepler,2437060,,FALSE POSITIVE,3.187087241,928.96,197
Kepler,8127648,,FALSE POSITIVE,1.023470248,100.39,262.2
Kepler,11564013,,FALSE POSITIVE,0.875267982,39.19,44.9
Kepler,9405541,,FALSE POSITIVE,5.55260695,2674.69,60.7
Kepler,8906045,,FALSE POSITIVE,2.347479696,60.5,261.1
Kepler,7031638,,FALSE POSITIVE,1.13353095,0.49,11.1
Kepler,7296094,,FALSE POSITIVE,0.890745373,36.92,239.6
Kepler,5437945,Kepler-460 b,CONFIRMED,440.7843755,7.23,181
Kepler,12009347,,FALSE POSITIVE,2.723858181,7.13,23.8
Kepler,4037163,,FALSE POSITIVE,0.635441862,56.3,317.1
Kepler,5535890,,FALSE POSITIVE,3.255189932,1.39,38.3
Kepler,5215980,,FALSE POSITIVE,2.531140101,32.12,304.2
Kepler,9353742,Kepler-1523 b,CONFIRMED,0.938750221,1.46,47.4
Kepler,9178185,,FALSE POSITIVE,2.992704682,7.86,39.9
Kepler,6290382,,FALSE POSITIVE,6.12810722,39.52,17.5
Kepler,3327992,,FALSE POSITIVE,2.115511511,36.16,153.3
Kepler,5649206,,FALSE POSITIVE,2.446736567,71.52,1037.3
Kepler,5193384,,FALSE POSITIVE,21.3779536,173.18,101.9
Kepler,5181804,,FALSE POSITIVE,4.350460215,533.08,247.2
Kepler,10491544,,FALSE POSITIVE,22.77194512,251.93,208.6
Kepler,9101496,Kepler-335 c,CONFIRMED,67.844689,2.65,18.9
Kepler,11450414,Kepler-347 c,CONFIRMED,27.3214242,3.61,14.9
Kepler,4937143,,FALSE POSITIVE,9.84883968,63.42,236.6
Kepler,8719324,,FALSE POSITIVE,10.23335969,,
Kepler,11241814,,FALSE POSITIVE,227.6625222,44.24,227.5
Kepler,5036537,,FALSE POSITIVE,1.06100873,9.14,174.9
Kepler,9837083,,FALSE POSITIVE,0.623393802,28.21,867.8
Kepler,12557548,Kepler-1520 b,CONFIRMED,0.65355361,22.95,217.4
Kepler,3657758,Kepler-1065 c,CONFIRMED,2.3702932,1.29,7
Kepler,7031726,,FALSE POSITIVE,0.566793534,122.64,40.4
Kepler,3338660,,FALSE POSITIVE,1.873380717,89.79,1513.7
Kepler,3338674,,FALSE POSITIVE,1.87337894,51.11,223.1
Kepler,5546277,,FALSE POSITIVE,7.50023955,21.06,29
Kepler,8258160,,FALSE POSITIVE,23.6270348,21.71,78.4
Kepler,9752982,,FALSE POSITIVE,0.716709897,66.73,47.6
Kepler,4666008,,FALSE POSITIVE,2.248063246,30.38,87.9
Kepler,8430105,,FALSE POSITIVE,63.3278636,54.17,619.6
Kepler,9517393,Kepler-1085 b,CONFIRMED,219.3215562,6.11,93.8
Kepler,8052474,,FALSE POSITIVE,245.4382021,19.17,844.7
Kepler,3534118,,FALSE POSITIVE,178.4129899,33.24,535.1
Kepler,3534118,,FALSE POSITIVE,178.44973004,,
Kepler,2441161,,FALSE POSITIVE,2.192004364,37.56,298.7
Kepler,3231120,,FALSE POSITIVE,3.900109346,40.37,448
Kepler,12216706,,FALSE POSITIVE,1.471060209,165.15,563
Kepler,12216706,,FALSE POSITIVE,0.73553763,,
Kepler,10735331,,FALSE POSITIVE,213.3990406,35.2,370.9
Kepler,7763269,,FALSE POSITIVE,6.40802979,51.44,108.2
Kepler,8365739,,CANDIDATE,2.38920105,,
Kepler,5471606,,FALSE POSITIVE,0.962835804,458.02,209.2
Kepler,11200405,,FALSE POSITIVE,4.639602084,19.96,131
Kepler,5475736,,FALSE POSITIVE,2.991885335,3.94,160.2
Kepler,9049673,,FALSE POSITIVE,1.327471395,7.08,218.7
Kepler,7031898,,FALSE POSITIVE,0.566792595,0.5,9.4
Kepler,9593759,,FALSE POSITIVE,1.247156944,26042.93,92.4
Kepler,8827930,,CANDIDATE,288.3128666,13.21,96.8
Kepler,5020044,,FALSE POSITIVE,2.119100054,34.34,195.7
Kepler,11560037,,FALSE POSITIVE,1.466535757,4.28,86.1
Kepler,11911561,,FALSE POSITIVE,8.870415578,39.46,43.8
Kepler,6547322,,FALSE POSITIVE,1.49131759,1.26,10.3
Kepler,3440118,Kepler-1928 b,CONFIRMED,19.57783279,1.96,37.2
Kepler,9159265,,FALSE POSITIVE,3.04476607,15.7,67
Kepler,4472818,Kepler-1524 b,CONFIRMED,70.9672087,2.84,69.3
Kepler,5816806,,FALSE POSITIVE,4.45543346,51.69,508.6
Kepler,6531496,,FALSE POSITIVE,14.323889947,45.93,834.3
Kepler,9661869,,FALSE POSITIVE,20.427232317,601.32,526.6
Kepler,6790592,,CANDIDATE,106.18732,231.85,8.6
Kepler,9411166,Kepler-1016 c,CONFIRMED,105.6552651,4.22,42.3
Kepler,3097352,,FALSE POSITIVE,4.029803201,47.58,352.3
Kepler,6066379,,FALSE POSITIVE,1.303858554,73.29,904
Kepler,6508221,,CANDIDATE,9.74765878,0.78,11.6
Kepler,12154526,Kepler-1047 c,CONFIRMED,3.18899015,0.98,18.4
Kepler,6952971,,CANDIDATE,309.89103,2.15,10.7
Kepler,3459199,,FALSE POSITIVE,1.570518376,450.76,76.7
Kepler,6973796,,FALSE POSITIVE,115.9943364,13.66,102.4
Kepler,12023089,,FALSE POSITIVE,0.623441636,29.19,164.7
Kepler,6286155,,FALSE POSITIVE,14.5417471,163.25,71.2
Kepler,7831363,,FALSE POSITIVE,2.81753381,52.91,39.3
Kepler,8804845,Kepler-1067 b,CONFIRMED,0.762132307,0.75,11.5
Kepler,4663185,,FALSE POSITIVE,56.6993107,539.16,76.3
Kepler,5305471,,FALSE POSITIVE,161.252247,4.49,84.1
Kepler,5560830,,FALSE POSITIVE,0.867719291,37.79,157.1
Kepler,4147444,,CANDIDATE,1.803697292,1,25.8
Kepler,8211824,,FALSE POSITIVE,0.84112187,39.34,89.7
Kepler,5980800,,FALSE POSITIVE,0.828326025,49.67,164.5
Kepler,9592850,,FALSE POSITIVE,1.219324537,60.62,241
Kepler,6227560,,FALSE POSITIVE,2.401751509,268.75,83.1
Kepler,5866104,,FALSE POSITIVE,36.97709537,59.66,204.9
Kepler,8256044,,FALSE POSITIVE,16.371883638,70.73,639.8
Kepler,8780968,,FALSE POSITIVE,2.617284592,162.67,1215.2
Kepler,6960446,,FALSE POSITIVE,10.14873521,71.11,250.9
Kepler,8264097,,FALSE POSITIVE,2.897436854,64.69,274.2
Kepler,7515679,Kepler-1517 b,CONFIRMED,5.546083089,22.27,56.4
Kepler,9674592,,FALSE POSITIVE,6.87366398,12.01,143.2
Kepler,9674592,,FALSE POSITIVE,6.87366412,,
Kepler,10879213,,FALSE POSITIVE,0.668483494,138.76,334.3
Kepler,5650314,,FALSE POSITIVE,1.070272827,28.73,284
Kepler,6962901,,FALSE POSITIVE,0.977170246,5.08,94.5
Kepler,8302302,,FALSE POSITIVE,1.135930136,52.05,551.7
Kepler,10581918,,FALSE POSITIVE,1.801863222,145.36,463.4
Kepler,3851949,,FALSE POSITIVE,54.77145968,34.32,751.1
Kepler,9097892,,FALSE POSITIVE,1.674690886,29.78,118.6
Kepler,5769943,,CANDIDATE,1.013774136,18.59,166.8
Kepler,4638237,,CANDIDATE,290.1401717,11.58,69.1
Kepler,9351316,Kepler-1086 c,CONFIRMED,161.515617,2.88,25.2
Kepler,4579313,,FALSE POSITIVE,2.112405306,19.01,42.2
Kepler,11614528,,FALSE POSITIVE,1.870990236,26.1,37.4
Kepler,8848288,,FALSE POSITIVE,5.56648691,43.67,103.6
Kepler,6590307,,FALSE POSITIVE,1.33253834,0.64,9.7
Kepler,5308419,,FALSE POSITIVE,1.241483276,27.25,32
Kepler,6312521,,FALSE POSITIVE,3.01551943,155.81,367.3
Kepler,4579321,,FALSE POSITIVE,2.112395777,115.26,243.2
Kepler,5202905,Kepler-340 b,CONFIRMED,14.8444836,2.49,10.5
Kepler,1575690,,FALSE POSITIVE,2.252417903,27.09,129.5
Kepler,4386047,,FALSE POSITIVE,2.900613144,38.63,617.7
Kepler,5103998,,FALSE POSITIVE,174.7697122,38.79,100.4
Kepler,9655858,,FALSE POSITIVE,31.43284649,57.21,154
Kepler,12154526,,CANDIDATE,1.72110057,0.7,9.3
Kepler,10275880,,FALSE POSITIVE,9.72675447,995.22,366.4
Kepler,2166200,,FALSE POSITIVE,8.096939227,68.48,177.9
Kepler,3547315,,FALSE POSITIVE,0.64234865,25.76,231.7
Kepler,6933781,,FALSE POSITIVE,130.4194187,57.51,90.4
Kepler,6148271,,FALSE POSITIVE,1.78526527,41.19,123.1
Kepler,5386904,,FALSE POSITIVE,4.8591441,6.9,81.6
Kepler,2997178,,FALSE POSITIVE,5.95077813,32.26,71.9
Kepler,8956206,,FALSE POSITIVE,99.673478,576.14,12.6
Kepler,6507433,,CANDIDATE,4.7425521,7.27,10.9
Kepler,8260198,,FALSE POSITIVE,0.955297055,18.16,67.3
Kepler,10733174,,FALSE POSITIVE,280.476576,3.16,38.7
Kepler,8564976,,FALSE POSITIVE,152.8255989,34.85,98.9
Kepler,8765560,,CANDIDATE,47.1096306,78.98,35.1
Kepler,11760860,Kepler-1525 b,CONFIRMED,2.41660149,0.92,33.7
Kepler,7910148,,FALSE POSITIVE,4.252082243,33.14,254.8
Kepler,12459731,,FALSE POSITIVE,14.180228311,62.41,472.3
Kepler,12735740,Kepler-86 b,CONFIRMED,282.5253558,8.98,696
Kepler,4678875,,FALSE POSITIVE,1.87887673,148.25,3176.9
Kepler,7812175,,FALSE POSITIVE,17.79391159,33.3,247
Kepler,7708193,,FALSE POSITIVE,7.942583252,219.02,855.4
Kepler,5478083,,FALSE POSITIVE,15.85231085,679.44,252.4
Kepler,10857342,,FALSE POSITIVE,2.415925551,300.82,1598.3
Kepler,5215700,,FALSE POSITIVE,0.656201038,112.77,2065.8
Kepler,8780959,,FALSE POSITIVE,2.617280959,395.94,262.4
Kepler,8780959,,CANDIDATE,18.577903,1.36,6.6
Kepler,5565486,,FALSE POSITIVE,1.412524016,68.92,1475.4
Kepler,8453214,,FALSE POSITIVE,5.77676732,26.2,74.1
Kepler,8552719,Kepler-953 b,CONFIRMED,88.40678718,4.55,328
Kepler,8556077,,FALSE POSITIVE,3.635723653,1.23,43.1
Kepler,7757698,,FALSE POSITIVE,369.181947,2.6,9.9
Kepler,8625821,,FALSE POSITIVE,45.3968385,21.23,38.9
Kepler,8652999,,FALSE POSITIVE,15.160166,2.09,26.1
Kepler,12164770,,FALSE POSITIVE,2.63009438,25.55,69.4
Kepler,9541322,,FALSE POSITIVE,9.40527028,25.39,20.7
Kepler,10470616,,FALSE POSITIVE,4.15713766,1.17,9.2
Kepler,10362031,,FALSE POSITIVE,3.2136904,1.22,19.2
Kepler,6373680,,FALSE POSITIVE,2.87066026,1.72,13.2
Kepler,10963242,,FALSE POSITIVE,31.24611088,,
Kepler,9150827,,FALSE POSITIVE,82.37208458,,
Kepler,9957351,,FALSE POSITIVE,0.991105114,36.87,273.8
Kepler,5385575,,FALSE POSITIVE,12.425580393,21.34,58.8
Kepler,3732035,Kepler-1535 b,CONFIRMED,138.944022,2.57,28
Kepler,5385697,,FALSE POSITIVE,12.4260454,2.64,55.7
Kepler,5385697,,FALSE POSITIVE,12.4260002,2.39,47.8
Kepler,8823833,,FALSE POSITIVE,1.50650136,0.8,41.9
Kepler,5008501,,CANDIDATE,0.968026356,1.78,32.6
Kepler,5015913,,FALSE POSITIVE,1.179969562,120.02,277.9
Kepler,5103942,,FALSE POSITIVE,10.10176739,26.09,28.8
Kepler,5184709,,CANDIDATE,10.57910009,2.03,17.9
Kepler,5195172,Kepler-1763 b,CONFIRMED,1.480283464,0.97,21.3
Kepler,8678664,,FALSE POSITIVE,15.420409367,16.62,268.5
Kepler,8832512,Kepler-963 b,CONFIRMED,9.97682072,2.85,31.3
Kepler,8892721,,FALSE POSITIVE,61.4913415,4.57,70.5
Kepler,7778664,,CANDIDATE,5.0263815,0.84,8.5
Kepler,9042357,,FALSE POSITIVE,16.00351679,18.01,29.9
Kepler,9115681,,FALSE POSITIVE,1.86390886,77.99,18.3
Kepler,10481045,,FALSE POSITIVE,2.03743942,0.82,16
Kepler,8107034,,FALSE POSITIVE,332.74984,2.55,8.7
Kepler,3962751,,FALSE POSITIVE,45.60304785,,
Kepler,8582291,,FALSE POSITIVE,2.4681015,1.22,22.1
Kepler,5110683,,FALSE POSITIVE,12.53449909,,
Kepler,7967861,,FALSE POSITIVE,215.15218,1.36,6.7
Kepler,8179325,,FALSE POSITIVE,3.17275711,1.27,30.1
Kepler,5211199,,CANDIDATE,6.68231249,2.09,12.3
Kepler,5475494,,FALSE POSITIVE,0.73619448,1.84,27.2
Kepler,9412445,,FALSE POSITIVE,10.18670759,0.95,35.5
Kepler,7866914,,FALSE POSITIVE,365.994154,2.87,23.8
Kepler,6057684,,FALSE POSITIVE,0.54028956,21.45,58.4
Kepler,5271608,,FALSE POSITIVE,2.49047468,1.53,20.7
Kepler,5357470,,FALSE POSITIVE,2.17257963,13.55,27.1
Kepler,5443775,,FALSE POSITIVE,3.307669761,3.87,66.7
Kepler,5527172,,FALSE POSITIVE,3.183961388,37.22,339.2
Kepler,7386391,,FALSE POSITIVE,48.507991,2.06,11.4
Kepler,5529643,,FALSE POSITIVE,0.759766456,29.02,73
Kepler,9366989,,FALSE POSITIVE,1.219034472,9.82,99.2
Kepler,9468717,,FALSE POSITIVE,7.37339245,13.73,36.6
Kepler,9528420,,FALSE POSITIVE,4.70847097,19.58,607.2
Kepler,9529744,,FALSE POSITIVE,2.404556949,4.69,147.1
Kepler,7834712,,CANDIDATE,66.119119,3,9.8
Kepler,9574614,,CANDIDATE,0.982090079,29.95,304.1
Kepler,9674608,,FALSE POSITIVE,2.972047661,24.74,20
Kepler,8495415,,FALSE POSITIVE,2.237180102,1.75,23.3
Kepler,10341905,,FALSE POSITIVE,0.93374232,18.29,49.1
Kepler,10336927,,FALSE POSITIVE,134.76308997,,
Kepler,12115188,,FALSE POSITIVE,0.495434094,1.57,57.2
Kepler,9850957,,FALSE POSITIVE,8.48031302,2.74,20.2
Kepler,12470954,,FALSE POSITIVE,5.40534383,,
Kepler,8189801,,CANDIDATE,0.66682654,1.49,33.4
Kepler,11568224,,FALSE POSITIVE,0.882131829,8.13,70.6
Kepler,7938883,,FALSE POSITIVE,0.489682339,37.47,628.2
Kepler,9280239,Kepler-1536 b,CONFIRMED,364.751562,2.89,25.5
Kepler,4544571,,FALSE POSITIVE,2.189098506,29.7,194.9
Kepler,3245661,,FALSE POSITIVE,0.7088055,41.08,195.6
Kepler,5618071,,FALSE POSITIVE,88.821421,234.99,7.8
Kepler,6312534,,FALSE POSITIVE,1.507761203,31.77,153.1
Kepler,6470917,,FALSE POSITIVE,1.506019633,1.08,18.8
Kepler,7431709,,FALSE POSITIVE,0.572513875,0.52,10.2
Kepler,6611330,,FALSE POSITIVE,35.14578122,32.5,86.8
Kepler,6699368,,FALSE POSITIVE,3.690317047,20.23,43
Kepler,9886255,Kepler-976 b,CONFIRMED,105.9566815,3.79,51.8
Kepler,9973855,,FALSE POSITIVE,2.95600563,0.81,35.5
Kepler,10019399,,FALSE POSITIVE,11.805707539,18.48,124.9
Kepler,7841368,,FALSE POSITIVE,25.3710555,1.43,8.3
Kepler,10028352,,CANDIDATE,1.38680229,29.33,84.4
Kepler,10031707,,FALSE POSITIVE,8.58966893,155.18,47.5
Kepler,10092312,,FALSE POSITIVE,4.468456599,24.81,39.1
Kepler,10407054,,FALSE POSITIVE,0.933754669,1.48,43.2
Kepler,10880007,,FALSE POSITIVE,86.79876649,,
Kepler,8418129,,FALSE POSITIVE,164.57506747,,
Kepler,6525185,,FALSE POSITIVE,1.71030803,1.32,21
Kepler,10812504,,FALSE POSITIVE,79.9201319,1.81,21.9
Kepler,8107115,,FALSE POSITIVE,199.3113,1.64,6.5
Kepler,10663411,,FALSE POSITIVE,157.82131,1.59,6.9
Kepler,10090219,,FALSE POSITIVE,2.28612573,22.63,45.3
Kepler,9205938,Kepler-1126 c,CONFIRMED,199.66876,1.45,13.9
Kepler,9899217,,FALSE POSITIVE,1.33254971,1.36,35.3
Kepler,6750902,,FALSE POSITIVE,0.469334634,2.4,49.1
Kepler,5895588,,FALSE POSITIVE,0.849277809,20.11,17.1
Kepler,6803855,Kepler-930 b,CONFIRMED,71.4523167,2.19,16.6
Kepler,6891366,,FALSE POSITIVE,1.752564549,1.38,38
Kepler,7448023,,FALSE POSITIVE,0.566816802,0.68,12.9
Kepler,6891637,,FALSE POSITIVE,1.752553762,1.06,32.5
Kepler,6975615,,FALSE POSITIVE,2.065351521,1.03,25.3
Kepler,7137725,,FALSE POSITIVE,2.253551793,1.7,42.1
Kepler,10153855,Kepler-1037 b,CONFIRMED,1.06378861,1.61,21.5
Kepler,10230571,,FALSE POSITIVE,123.11494773,,
Kepler,10294613,,FALSE POSITIVE,1.854493861,29.39,108.2
Kepler,7879648,,FALSE POSITIVE,1.020713389,0.9,11.3
Kepler,10491044,,FALSE POSITIVE,2.1990638,1.33,19.3
Kepler,10614012,,FALSE POSITIVE,132.1331011,75.08,284.3
Kepler,10616415,,FALSE POSITIVE,1.120646438,89.35,45.7
Kepler,6525193,,FALSE POSITIVE,1.710279417,1.57,19.9
Kepler,6866251,,FALSE POSITIVE,65.238281,5.18,10.3
Kepler,7117710,,FALSE POSITIVE,0.56679641,0.46,14.1
Kepler,7762723,Kepler-1867 b,CONFIRMED,9.88736642,0.68,14.6
Kepler,4178606,Kepler-1326 b,CONFIRMED,42.3520039,6.3,30.5
Kepler,5980208,Kepler-1331 b,CONFIRMED,0.789160884,0.91,23.6
